model,BM,balanced_acc,acc,precision,recall,f1,mcc,eq_opp_diff,avg_odd_diff,spd,disparate_impact,theil_idx,fair_score
tabtransformer,preReweighing,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.315861666,-0.040150565,,-0.220484754,0.779515246,0.072005426,0.577
mlp,posCalibrated,0.717733538,0.769290725,0.758444217,0.925093633,0.83352081,0.334519981,-0.075282309,,-0.239249414,0.760750586,0.095689343,0.642
mlp,preLFR,0.5,0.375681995,0,0,,0.00074393,0,,0,,0.979012251,0.459
tabnet,preDisparate,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.326034303,-0.040150565,,-0.220484754,0.779515246,0.072005426,0.577
tabnet,preReweighing,0.733963251,0.789555729,0.764705882,0.957553059,0.850332594,0.315340917,-0.042659975,,-0.218921032,0.781078968,0.074099761,0.578
mlp,posEqqOds,0.5,0.375681995,0,0,,-1.17E-05,0,,0,,0.979012251,0.459
cat,posCalibrated,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.331325176,-0.040150565,,-0.220484754,0.779515246,0.072005426,0.577
tabnet,posEqqOds,0.733963251,0.789555729,0.764705882,0.957553059,0.850332594,0.315340917,-0.042659975,,-0.218921032,0.781078968,0.074099761,0.578
tabtransformer,preDisparate,0.738736849,0.793452845,0.768,0.958801498,0.852859522,0.325787746,-0.04140527,,-0.221266615,0.778733385,0.0728263,0.58
tabtransformer,preLFR,0.518673494,0.496492595,0.645403377,0.429463171,0.515742129,0.03569596,-0.573400251,,-0.586395622,0.413604378,0.492450044,1
tabtransformer,posEqqOds,0.73728638,0.792673422,0.7666999,0.960049938,0.852549889,0.33069468,-0.040150565,,-0.218921032,0.781078968,0.072232698,0.575
adversarial,inAD,0.738947944,0.794232268,0.767696909,0.961298377,0.853658537,0.319960297,-0.038895859,,-0.218921032,0.781078968,0.071299166,0.574
tabtransformer,posCalibrated,0.739361068,0.794232268,0.768231768,0.960049938,0.853496115,0.323789828,-0.040150565,,-0.220484754,0.779515246,0.072005426,0.577
xgb,posCalibrated,0.724123373,0.766952455,0.768736617,0.896379526,0.827665706,0.334666995,-0.104140527,,-0.272869429,0.727130571,0.112833722,0.83
mlp,posROC,0.717733538,0.769290725,0.758444217,0.925093633,0.83352081,0.334519981,-0.075282309,,-0.239249414,0.760750586,0.095689343,0.642
